_ID	KIND	EXPERIMENTER	CHILD
10	12		Because
10	12	Here like this?	
10	12		they're not supposed to be upside down.
10	12	Oh ok.	
10	12	So what should I do, this isn't right?	
10	12		Yeah cause the
10	12	Cause the what?	
10	12		This.
10	12	What is that?	
10	12		There wasn't a square there.
10	12	Oh ok. Can you tell me what I should do with this one?	
10	12		Up here.
10	12	Here? How'd you figure that out?	
10	12		We put it together?
10	12	Yeah? How'd you know it would fit together?	
10	12		Cause the eyes.
10	12	Oh ok. Can you tell me what I should do with this one?	
10	12		Up here.
10	12	Here like that?	
10	12		Yeah.
10	12	How'd you know it had to go there?	
10	12		Cause that.
10	12	That? Ok.	
10	12	And what about this piece what should I do with this one.	
10	12		I think over here.
10	12	Over here like that?	
10	12	How'd you know it had to go there?	
10	12		Cause…
10	12	Hm?	
10	12		I don't know.
10	12	You don't know? Ok.	
10	12	What should we do with this one.	
10	12		Up here.
10	12	Up here like this?	
10	12		No.
10	12	No? how should we fix it?	
10	12		We don't need it now.
10	12	We don't need it now? Are you sure?	
10	12		Yeah.
10	12	Ok. So we should save it for later?	
10	12		Yeah. Maybe when we put another piece down.
10	12	Ok. What should I do with this piece.	
10	12		Right here like that?
10	12	How'd you know it would match there?	
10	12		Cause… tail.
10	12	Cause the tail of the cow?	
10	12		Yeah.
10	12	What should I do with this piece.	
10	12	Right here like this?	
10	12		Yeah.
10	12	Like that?	
10	12		No.
10	12	No? how do you know it's wrong?	
10	12		Cause you have to do this.
10	12	Do that? What'd you just do?	
10	12	How'd you fix it?	
10	12		There.
10	12	How'd you fix it?	
10	12		I turned it.
10	12	You turned it? Ok.	
10	12	What should we do with this piece?	
10	12		I think down here.
10	12	You think here? Like that?	
10	12		No.
10	12	How should I fix it?	
10	12	Can you use your words and tell me how to fix it?	
10	12		Um, turn it around.
10	12	Turn it around like this way?	
10	12		No.
10	12	No?	
10	12		The other way.
10	12	The other way? Like that.	
10	12		Yeah. That way.
10	12	That way	
10	12		This is
10	12	How'd you know it had to go in that way.	
10	12		Cause the head.
10	12	Oh ok.	
10	12		This is our last piece.
10	12	Yeah can you tell me what we should do with it?	
10	12	Like this?	
10	12		No.
10	12	No? how should we fix it?	
10	12		Turn it around.
10	12	Turn it around like that?	
10	12	There we go, good. Ok.	
11	12	This one we're gonna do a little differently ok?	
11	12		Ok.
11	12	I'm gonna scoot over for this one.	
11	12	Ok so we're gonna play a little game with this puzzle ok?	
11	12		A farm!
11	12	Yeah farm. So I have the puzzle pieces stacked ok?	
11	12		ok.
11	12	And what we're gonna do is I'm gonna put the pieces in but you're gonna tell me where to put them ok?	
11	12		ok.
11	12	So make sure to use your words cause I'm only gonna do what you tell me to ok?	
11	12		ok.
11	12	ok and this is what the puzzle's gonna look like when we're all done.	
11	12	ok you ready to start?	
11	12	ok. So. This is our first piece can you tell me what to do with it?	
11	12	can you use your words and tell me where to put it?	
11	12		it goes right here.
11	12	goes right here? Ok.	
11	12	how'd you know it had to go right there?	
11	12	huh?	
11	12		it goes.
11	12	but how'd you know it would fit.	
11	12		it goes right here.
11	12	ok. Next one? Goes right here?	
11	12	Does that look right?	
11	12		Something's missing.
11	12	something's missing?	
11	12		I think it goes right…
11	12	Hm? You think it goes right here?	
11	12		No.
11	12	No? how could you tell it doesn't fit?	
11	12		Water.
11	12	Water? Ok.	
11	12		Water.
11	12	So it goes there? Ok.	
11	12		And the tail.
11	12	Yeah so what should we do with that piece.	
11	12		Dah dah. With the water.
11	12	That go like that?	
11	12		Water. Dah dah.
11	12	How'd you know to try those pieces together?	
11	12		I tried it.
11	12	Yeah but why did you try it?	
11	12		I did.
11	12	ok. So what should we do with this piece, do you know what we should do with this one?	
11	12		This way.
11	12	That way?	
11	12	How could you tell it didn't go there.	
11	12		Here.
11	12	How'd you know it didn't go there?	
11	12		Because it goes over here.
11	12	Ok.	
11	12	so can you tell me can you use your words and tell me what to do with this one?	
11	12		right here.
11	12	right here like this?	
11	12		by the tail.
11	12	by the tail?	
11	12	how'd you know it had to go in that way?	
11	12		Because it goes in that way.
11	12	Ok can you tell me what I should do with this one?	
11	12	can you use your words and tell me?	
11	12		right here.
11	12	right here like that?	
11	12		This go right…
11	12	where's that one go?	
11	12		Um I think instructions
11	12	Hm?	
11	12		I need some instructions
11	12	What?	
11	12		The instructions.
11	12	Oh instructions? Well we're just gonna try to do it by ourselves.	
11	12	Go like that?	
11	12		Need some help.
11	12	You want some help?	
11	12	well should we save this one for later?	
11	12	should we see what the next piece is?	
11	12	can you tell me where that piece should go?	
11	12		Oink oink.
11	12	Oink oink the pig?	
11	12		Mhm.
11	12	how'd you know those pieces had to go together?	
11	12	Huh? How'd you know they would match?	
11	12		Because here
11	12	Oh, how'd you know those would match?	
11	12		I know it
11	12	You know it? But how'd you know it?	
11	12		Cause I did.
11	12	Cause you did? Ok.	
11	12	And can you tell me what we should do with that piece?	
11	12		Uh.
11	12	Can you tell me what you're doing with it?	
11	12		Right here.
11	12	Right there? Hmm.	
11	12	Does it fit there?	
11	12	Where else could it go?	
11	12		black.
11	12	cause there's black on the piece?	
11	12		a pig.
11	12	you think that's the pig too?	
11	12		no.
11	12	should we save this piece? Should we try another one?	
11	12	or you wanna try where that one goes.	
11	12		that one goes
11	12	where does this one go though?	
11	12		a cow.
11	12	a cow? So where do you think the cow goes?	
11	12		Uh, right here.
11	12	oh ok how'd you know it goes there?	
11	12		cause you know it.
11	12	cause you know it?	
11	12	where does that piece go?	
11	12		um here.
11	12		ah, pig pig.
11	12	yeah can you find where this one goes first though?	
11	12		yeah.
11	12	right there?	
11	12		no, right there.
11	12	ok.	
11	12		I found that one.
11	12	what about this piece.	
11	12	how'd you know it had to fit there? How'd you figure that out?	
11	12		cause I know it.
11	12	cause you knot it? Ok.	
11	12	what about this piece down there can you find where that one goes now?	
11	12		right there.
11	12	no?	
11	12		what that sound?
11	12	that was the door.	
11	12	hm.	
11	12		the bird!
11	12	it's a bird? Ok.	
11	12	well let's put this piece there.	
11	12	and should we save this piece again, save it for later?	
11	12	what about that piece, where does that one go?	
11	12	how'd you know that piece would go there?	
11	12		because I did.
11	12	Cause you did? Ok.	
11	12	what about this piece, where does this one go.	
11	12	how'd you know those pieces would match.	
11	12		I did.
11	12	ok. And what about that piece where's that one go.	
11	12	ok. And now can you figure out where that one goes.	
11	12	good job.	
12	12	Ok so for this puzzle I've stacked all the puzzle pieces ok?	
12	12	so what we're gonna do is you're gonna tell me where to put the pieces and I'm gonna put them in ok?	
12	12	Ok but make sure to use your words cause I'm only gonna do what you tell me to do ok?	
12	12		ok.
12	12	ok. And this is what the puzzle's gonna look like when we're all done.	
12	12		ok.
12	12	ready to start?	
12	12		ready.
12	12	ok. So here's our first piece can you tell me what I should do with it?	
12	12		put it right there.
12	12	put it right here like this?	
12	12		yeah.
12	12	ok. How'd you know it'd go there?	
12	12		because there's a horse right next to it.
12	12	ok. And what about this piece what should I do with that one can you use your words and tell me?	
12	12		you should put it right there.
12	12	I should put it right here like this?	
12	12		no.
12	12	No? how could you tell that's wrong?	
12	12		cause oh.
12	12		should turn it around like this.
12	12	should turn it around like that?	
12	12		yeah.
12	12	ok how'd you know we had to fix it?	
12	12		because there was a pig right there and there was a pig right there.
12	12	oh ok. And what about this piece can you tell me what I should do with this one?	
12	12		you should put that right there.
12	12	put it right here like that?	
12	12		no.
12	12	no?	
12	12		you have to turn it around.
12	12	turn it around like this?	
12	12		yeah.
12	12	gotcha. How'd you know we had to fix it?	
12	12		because there wasn't a connecting here.
12	12	oh ok. And what about this piece can you tell me what I should do with it?	
12	12		you should put it right here.
12	12	right here like this?	
12	12		no, turn it around.
12	12	turn it around?	
12	12		like this.
12	12	ok. How could you tell I put it in wrong.	
12	12		because the tail supposed to be right here on the barn.
12	12	ok and how about this piece what should we do with this one.	
12	12		I, uh, not ready for that piece yet.
12	12	we're not? Are you sure?	
12	12		I'm sure.
12	12	do you have a guess where it could go?	
12	12		I could guess it go right there but that has but that has a pig on it.
12	12	ok. So do you have another guess where it should go?	
12	12		yeah.
12	12	yeah, where. Where else do you think it could go.	
12	12		I think it could go right here.
12	12	go right here? Should we try it there then?	
12	12		yeah.
12	12	ok. Why do you think it could go there?	
12	12		because it's a corner.
12	12	because it's a corner, ok.	
12	12	and how about this piece could you tell me what I should do with this one?	
12	12		you should put it right here.
12	12	put it right here like this?	
12	12		no, turn it around. The face go right there.
12	12	oh ok the horse's face?	
12	12		yeah.
12	12	ok and how did you know we needed to put this piece there.	
12	12		because it has the other connecting, two connectings.
12	12	oh ok two connectings?	
12	12		yeah.
12	12	ok and what should we do with this piece.	
12	12		you should put it right there.
12	12	put it here like this?	
12	12		no. where the pig is.
12	12	the pig is?	
12	12		yeah.
12	12	that match right there?	
12	12		no.
12	12	no? so how should we fix it do you think.	
12	12		I think we have to wait for where we when we are getting to the cow.
12	12	oh ok do you have a guess where it could go though, should we make a guess where  you think it could go?	
12	12		I don't know.
12	12	you don't know? We should save it?	
12	12		yeah.
12	12	ok. How about this piece, where should this one go.	
12	12		we should save that one too.
12	12	save this one too?	
12	12	are you sure, you don't have a guess where this one could go?	
12	12		no.
12	12	no?	
12	12		but I only see part of a pig
12	12		and another part of a oh I think it could go right there.
12	12	think it could go here like this?	
12	12	that look like it matches?	
12	12		no.
12	12	no? ok.	
12	12	so you don't see anything on the puzzle that could match this yet?	
12	12		yeah.
12	12	ok that's why we should save it?	
12	12	ok how about this piece, where should this one go.	
12	12		right there.
12	12	right here like this?	
12	12		yeah.
12	12	ok how'd you know it had to go there?	
12	12		because it has a pig face and that's part of a pig.
12	12	oh ok got it.	
12	12	and how about this piece what should we do with this one.	
12	12		put it right there.
12	12	put it right here like this?	
12	12		uh, turn it around.
12	12	turn it around?	
12	12		like that.
12	12	like that. How'd you know it had to go in that way.	
12	12		because there's a rooster this way and a cow this way.
12	12	ok got it. So how about this piece do we have a guess where that one could go now?	
12	12		yeah right here.
12	12	right there?	
12	12		you have to turn it around.
12	12	turn it around?	
12	12		yeah like that.
12	12	ok how'd you know it needed to go that way.	
12	12		because that because that's the connecting.
12	12	the connecting? Ok.	
12	12	and this piece, we still don't know where that one could go?	
12	12		yeah.
12	12	ok.	
12	12	how about this piece, what should we do with this one.	
12	12		put it right there.
12	12	put it right here like this?	
12	12		uh, turn it around.
12	12	turn it around?	
12	12	and put it like this?	
12	12		yeah.
12	12	ok how'd you know those pieces would match?	
12	12		because. Because, because that's right
12	12	because that's what?	
12	12		because that's right
12	12	ok	
12	12		and that's, now I know where
12	12	now you know where this one goes? Where does this one go?	
12	12		go right there.
12	12	go right there? How'd you figure that one out?	
12	12		because that right there that one's right there this face right
12	12	oh ok and how about that piece, our last piece?	
12	12		right there.
12	12	right there? How'd you figure that one out?	
12	12		because I saw the two pegs.
12	12	oh ok. Good job.	
13	12	Ok so what we're gonna do with this puzzle is we're gonna play a game with it ok?	
13	12	So I have the puzzle pieces stacked	
13	12	and what we're gonna do is you're gonna tell me where to put the pieces and I'm gonna put them in ok?	
13	12		In the right order?
13	12	Yeah but make sure to use your words cause I'm only going to do what you tell me to do ok?	
13	12	And this is what the puzzle's gonna look like when we're all done.	
13	12		On top of the go right here
13	12	Ok ready to start?	
13	12	Ok so here's our first piece can you tell me what I should do with it?	
13	12		Mm, put it right here.
13	12	Put it here? Ok how'd you know it would go there?	
13	12		Cause I… do know my puzzles.
13	12	Ok.	
13	12		What's in that treasure chest?
13	12	Yeah, and what should with do with this piece, with that piece?	
13	12	Put it there? How'd you know it had to go there?	
13	12		I am good at puzzles.
13	12	Cause you're good at puzzles?	
13	12		Yeah.
13	12	Ok and how about that piece, can you tell me what you should do--what we should do with it?	
13	12		Wait for it.
13	12	Wait for it? Are you sure?	
13	12	Can you make a guess where you think it goes?	
13	12	How'd you know those pieces would match?	
13	12		It has a duck.
13	12	It has a duck? Ok.	
13	12	And what about this piece, can you tell me what I should do with it?	
13	12		It has a cat.
13	12	It's a cat? So where should it go.	
13	12		Right here.
13	12	Right there? How'd you know it needed to go there?	
13	12		I could ### so good at puzzles.
13	12	Ok. And how about that piece can you tell me what I should do with it can I take a turn and put one in?	
13	12		Put it right here.
13	12	Put it right there? Like that?	
13	12	How'd you know it needed to go that way?	
13	12		That's because I… that's because I said it.
13	12	You ok.	
13	12	And how about this piece can you tell me what I should do with it?	
13	12	Put it there, like this?	
13	12	How'd you know it needed to go that way?	
13	12		That's because I… that's because I do puzzles.
13	12	Oh ok. And how about this piece can you tell me what I should do with it?	
13	12		Uh, put it right… here.
13	12	Put it right here? Does that work right there?	
13	12		No.
13	12	No? How can you tell it doesn't work?	
13	12		I think it fits right here.
13	12	So how did you know you needed to put it there instead of right here.	
13	12		That's because it has, that's because there's a cow.
13	12	Because it has a cow? And so why shouldn't the cow go there?	
13	12		That's because it has a point pointing like this.
13	12	Oh it has a point like that? Ok.	
13	12	Can you tell me what I should do with this one?	
13	12		Put it right here.
13	12	Put it right here like this?	
13	12		You fix it… like this.
13	12	Oh, how'd you know I put it in wrong?	
13	12		That's because you put it in upside down?
13	12	I put it in upside down? How could you tell it was upside down?	
13	12		Like this.
13	12	Ok. So how could you tell I put it in upside down.	
13	12		That's because this doesn't have this.
13	12	Oh ok.	
13	12		And I turn it around like this, it does make it fit there.
13	12	Oh ok good job.	
13	12	Ok and what should we do with that one.	
13	12		Put it right here.
13	12	Right there? Ok and why did you try it there what made you try it there?	
13	12		The chicken.
13	12	The chicken? Ok.	
13	12	And what should we do with this piece, can I take a turn can you tell me what I should do with it?	
13	12		Put it right here.
13	12	Put it right there? Ok how'd you know it'd match those other two pieces?	
13	12		That's because the cow carried the chicken.
13	12		That's funny.
13	12	It is funny isn't it.	
13	12	Ok can I take a turn on this piece? Can you tell me what I should do with it?	
13	12		Put it right here.
13	12	Put it right here like this?	
13	12		No like this.
13	12	ok. How'd you fix it?	
13	12		That's because you turn it upside down like… like this.
13	12	Ok and how could you tell that was upside down?	
13	12		Because you know turn it around upside down.
13	12	Ok.	
13	12		And I turn it around upside up.
13	12	Ok, upside up.	
13	12		Hey this piece it looks like me.
13	12	Yeah? So what should we do with that piece.	
13	12		Put it here.
13	12	Put it there?	
13	12		Yeah, and it looks like me.
13	12	Looks like you?	
13	12	Can you put it in?	
13	12		Yeah.
13	12	Ok. And how'd you know we needed to put it that way?	
13	12		That's because it has a cow face.
13	12	It has a cow face?	
13	12		It has a cow over here like this ###
13	12	Yeah ok good job.	
14	12	So where do you think we should put this first piece?	
14	12		Pieces.
14	12	Pieces. Should we try that one here?	
14	12	Let's try that one here.	
14	12	Well let's put it like this. That look good?	
14	12	Good, yeah.	
14	12		Good yeah.
14	12	Yeah. Can you try that one here?	
14	12		Yeah. We try. Oh.
14	12	Can we try that one here?	
14	12		All done.
14	12	All done with that one. But we gotta finish this one.	
14	12		Puzzle pieces.
14	12	Yeah. What should we do with that piece.	
14	12		Right…
14	12	Right there?	
14	12		The puzzle pieces.
14	12	Should we put that one here?	
14	12	I think we should try that one there. Oops.	
14	12		There.
14	12	Can you try that one here?	
14	12		I put it there. I put it there.
14	12	Let's try it like this.	
14	12		Yeah you go it.
14	12	Yeah. Put that one right there?	
14	12		Oh, fun in the puzzles.
14	12	You wanna push it in? push it in? push it in.	
14	12	Good job.	
14	12		Good job.
14	12	Where should we put that one.	
14	12		Old McDonald. Old McDonald.
14	12	What if you turn it	
14	12	Old Mcdonald had a farm, didn't he.	
14	12	Does that look good? Alright.	
14	12		E-I-O.
14	12	Now put this one here.	
14	12		Hey, miss…
14	12	I think those two match.	
14	12		Animal
14	12	Try that one there?	
14	12		Match. Puzzle.
14	12	Yeah.	
14	12		Farm.
14	12	Should we match the horse's face to its body?	
14	12		Yay.
14	12	Yeah.	
14	12		Yes.
14	12	Good job.	
14	12		Good job.
14	12	Where should that one go.	
14	12		###...
14	12		Great. That.
14	12	Where do you think that piece could go.	
14	12		Pieces.
14	12	Mhm. Where do you think that one goes?	
14	12		I know.
14	12	You think it goes there?	
14	12	Can you try that one down here?	
14	12		Yeah. This is the beginning.
14	12	That goes there?	
14	12	Put it a different way there?	
14	12		Put it there.
14	12	Should we put it like this?	
14	12		Put it
14	12	How about like that, how's that look.	
14	12	That look good?	
14	12	Ok what about that piece where should we put that one.	
14	12	Can we try that one there?	
14	12		That's ###.
14	12	Yeah.	
14	12		Yes.
14	12	Should we put it like this?	
14	12		Shot down.
14	12	There we go. Good job.	
14	12		There you go.
14	12	Should we put them back over here?	
14	12		There you go, there you go.
14	12	Let's put it like this.	
14	12	There you go.	
14	12		There you go.
14	12	How about that one, where does that one go.	
14	12		I knew it.
14	12	I think that's the pig's face, should we match it to its body?	
14	12		There there, it's a puzzle. A match. A puzzle. ## again.
14	12	Can we try it here again but put it in a different way?	
14	12	I think we have to put it in a different way, can you put it in a different way there?	
14	12	Like this? This way?	
14	12	Put it there?	
14	12		Put it in the puzzle.
14	12	Yeah, put it in the puzzle.	
14	12	Let's put it this way.	
14	12	Should we put it in like that? Help me put it in?	
14	12		You need this in the puzzle.
14	12	Put it in the puzzle.	
14	12	Where do you think that piece goes.	
14	12	Yeah I think it goes there, I think you just have to put it a different way.	
14	12	Can we try it a different way?	
14	12		Big… ##.
14	12	Should match the pig's feet to its body?	
14	12	Let's try it that way.	
14	12	Should we push it in? I'll help you push it in.	
14	12	Push it in.	
14	12		Yes.
14	12	There we go. You got it.	
14	12		Make a puzzle.
14	12	Yeah, we're making a puzzle.	
14	12	Where's that piece go?	
14	12	Can we try it a different way?	
14	12		Yay, it match
14	12	Yeah, they do match, let's see.	
14	12	I think we have to put it this way though.	
14	12		Put it this way?
14	12	Put it that way.	
14	12	Good, and our last piece, can you put that one in?	
14	12		Yes.. ## that was two birds…
14	12	Try it a different way?	
14	12		Yeah, yeah yeah
14	12	I'll help you put it in.	
14	12	There you go, good job.	
15	12	Can you tell me what I should do with this first piece?	
15	12	Put it there, how'd you know it needed to go there?	
15	12		Um, I don't know.
15	12	You don't know? How'd you figure it out?	
15	12		I think it does go there.
15	12	Yeah, I think you're right.	
15	12	So can you tell me what I should do with this next one?	
15	12	Can you use your words and tell me what to do with it?	
15	12		Put it right here.
15	12		So like this.
15	12	Put it right there? How'd you know those pieces would match?	
15	12		I know.
15	12	Yeah but how'd you know?	
15	12		Because they're both the same.
15	12	Cause they're the same? Ok.	
15	12	And what should we do with this piece	
15	12	Use your words and tell me what to do with it?	
15	12		Go… this.
15	12	Do it like that?	
15	12	Oh how'd you know it didn't go there? How'd you figure that out?	
15	12		It goes right there.
15	12	Ok. What should we, can you use your words can I take a turn? Can you tell me what I should do with this piece?	
15	12		Put it right here.
15	12	Put it right here?	
15	12	How'd you know those pieces would match?	
15	12	How'd you figure out that that piece went there?	
15	12		Because you put it where it match.
15	12	Ok. And what should we do with that piece.	
15	12		Put it nowhere.
15	12	Put it nowhere?	
15	12		It don't fit in there.
15	12	It doesn't fit anywhere? Do you have a guess where it could go?	
15	12	Should we make a guess? Where do you think it could go?	
15	12		It goes…
15	12	Does that match?	
15	12		No.
15	12	Ok how could you tell it didn't match.	
15	12		Everything doesn't match.
15	12	So should we save that piece for later?	
15	12		Yeah.
15	12	So can you tell me what I should do with this piece?	
15	12	Can you use your words and tell me?	
15	12	How'd you know it would go there?	
15	12		Then this piece
15	12	Oh, how'd you figure that out?	
15	12	What are you pointing to? Can you use your words and tell me?	
15	12		Puzzle pieces.
15	12	They go together.	
15	12	So what should we do with this piece.	
15	12		I don't think it goes there…
15	12		Does, it only goes belongs to the cow and there's no cow.
15	12	Oh I see, no cow yet? Do you have a guess where the cow would go?	
15	12	Where do you think the cow would go.	
15	12		Don't know.
15	12	You don't know? Why are you trying it there, what makes you try it there.	
15	12		Should save it.
15	12	Should we save it for later?	
15	12		Yeah.
15	12	Ok.	
15	12	What should we do with this piece	
15	12		Put it right…
15	12	Put it right there? How'd you know it needed to go there?	
15	12		Because he was sitting down.
15	12	Because he was sitting down? Ok.	
15	12	What about this piece. Can you use your words and tell me what to do with it?	
15	12	Can I take a turn?	
15	12	How'd you know it would match that piece?	
15	12	Oh you think the cow goes there?	
15	12		No.
15	12	No, not yet? Ok.	
15	12	What should we do with this piece can I take a turn and put one in?	
15	12		Yeah.
15	12	Can you tell me where I should put it though?	
15	12	Right there like this?	
15	12		No.
15	12	No?	
15	12		Like this.
15	12	Like that, ok.	
15	12	How'd you know I put it in wrong?	
15	12		Because you didn't know it go that way.
15	12	Ok. And how could you tell it went that way.	
15	12		Because you didn't know.
15	12	Ok. And what should we do with that piece.	
15	12	Good job, how'd you know we needed to put it there.	
15	12		Because we're almost done.
15	12	Ok. How'd you figure out where that one went now?	
15	12		In the bottom.
15	12	The bottom? How'd you know it went in the bottom?	
15	12		These pieces are  on the bottom. These pieces. On the bottom.
15	12	Ok. What about our last piece where should I put that one.	
15	12		Not the same?
15	12	hm?	
15	12		not the same?
15	12	we're all done.	
17	12	Now I'm gonna show you how to play a game with puzzles.	
17	12	I've stacked	
17	12	So this is the puzzle	
17	12		wow, farm animals
17	12	that looks like when we're done and this time I've stacked	
17	12	have you looked at this? Ok do you know what it looks like?	
17	12		uh, maybe.
17	12	yeah, ok.	
17	12	Now this time, I've stacked all the puzzle pieces and youre gonna tell me where each piece goes, and I'm going to put them in.	
17	12	I'm only going to do what you tell me to do so make sure to use your words to tell me where the pieces go.	
17	12	Ok?	
17	12	Ok. What should I do with this piece?	
17	12	Ok do I put it in like this?	
17	12		No.
17	12	What should I do?	
17	12		Turn it around.
17	12	Turn it this much?	
17	12		No.
17	12	Turn it more?	
17	12		That don't go right there.
17	12	Like this?	
17	12		No.
17	12	No? How should I do it?	
17	12		Turn it.
17	12	Turn it again?	
17	12		Now at the point this
17	12	Turn it again like this?	
17	12		No.
17	12	No? What should I do?	
17	12		Turn it around like this.
17	12	Like this? Do you think it goes here?	
17	12		No.
17	12	Where does it go then?	
17	12		I think right here.
17	12	You think it goes like this?	
17	12		No.
17	12	No? Where do you think it goes	
17	12		Turn it around at the left part.
17	12	Like this?	
17	12		No.
17	12	No? Turn it again?	
17	12		Yes.
17	12	Like this? You think this, it looks like this? Ok.	
17	12	Ok, what should I do with this piece?	
17	12	Where should I put it? Should I put it like this?	
17	12		No.
17	12	No? What should I do then?	
17	12		Turn it around like this.
17	12	Turn it around like this much?	
17	12	Yeah? Like this, ok.	
17	12	What should I do with this piece?	
17	12		Put it right here.
17	12	Put it right here like this?	
17	12		No.
17	12	No? What should I do?	
17	12		Turn it around
17	12	Turn it around like this?	
17	12		I think so go right there
17	12	You think it goes right there?	
17	12	Huh? You think this fits?	
17	12		No.
17	12	No? Where should I put this one then?	
17	12	You think it goes there like this?	
17	12		No.
17	12	No, what should I do then?	
17	12		Turn it around.
17	12	Turn it around like this?	
17	12	Think it goes like this?	
17	12		Mm-mm.
17	12	No?	
17	12		It's too little.
17	12	Too little? Where should I put this one then?	
17	12		Um, I don't know.
17	12	You don't know? Let's just put it here for now?	
17	12	Try the next one? Ok.	
17	12	Where should I put this piece?	
17	12		I think right here.
17	12	Right here like this?	
17	12		No.
17	12	No? What should I do with this piece.	
17	12		Turn it around.
17	12	Turn it around like this?	
17	12		No.
17	12	No? What should I do with this piece.	
17	12		I think it goes right here.
17	12	It goes there like this?	
17	12		Cause it has black hair.
17	12		No…
17	12	No, you don't think so? Hmm.	
17	12		Turn it around.
17	12	Turn it around like this?	
17	12		the pointy thing
17	12		No.
17	12	No? hmm. Where should I put this piece.	
17	12		Right here the pointy thing's a turn.
17	12		Like that.
17	12	Like this?	
17	12		No.
17	12	Can it go here?	
17	12		I think this goes
17	12	Oh ok. It goes like this.	
17	12	No, you don't think so? What should I do with this piece.	
17	12		Turn it around.
17	12	Turn it around? And put it like this? Ok.	
17	12	Yeah, do you want to try this again? Where do you think this goes?	
17	12		Um.
17	12	Over there, ok.	
17	12	Should I put it like this?	
17	12		No.
17	12	No? What should I do.	
17	12		Turn it around.
17	12	Turn it around like this way?	
17	12		No, you push it down like oops
17	12	No, there's something in there	
17	12	What should I do now?	
17	12		I don't know where that goes.
17	12	Ok, let's try something else first.	
17	12		Let's try something else
17	12	Ok. Where should I put, where should this piece go.	
17	12	What should I do with this piece?	
17	12	Over here like this?	
17	12		Something not right.
17	12	Hmm.	
17	12		It goes right here.
17	12	Right here, like this?	
17	12		no.
17	12		Let's see.
17	12		Probably try it here.
17	12	Try it here?	
17	12		No.
17	12	No?	
17	12		Turn it around this way.
17	12	Turn it like this?	
17	12		Check it ## I think
17	12	Think it goes like this?	
17	12		I think over here this
17	12		Let's try something else
17	12	Ok. Let's try this one.	
17	12		Oh hey, that goes right here.
17	12	Goes right here? Oh. But this space is not big enough.	
17	12	Do you think this piece should use a larger space over here?	
17	12	Yeah, yeah so that fits.	
17	12	Ok. What should I do with this piece?	
17	12		Put it right here I think.
17	12	Right here like this?	
17	12		No.
17	12	No? Where should I put it.	
17	12		Right here.
17	12	Right here like this?	
17	12		No.
17	12	No? What should I do?	
17	12	Like this?	
17	12		No, over here.
17	12	Ok.	
17	12		Turn it around.
17	12	Turn it around like this?	
17	12		No.
17	12	No?	
17	12		It doesn't fit.
17	12	Oh, that doesn't fit?	
17	12	Where should I put this in?	
17	12		I think right here.
17	12	Right here like this?	
17	12		Don't fit either.
17	12		I think right here.
17	12	Right here?	
17	12		No.
17	12	No?	
17	12	You're not sure?	
17	12		That don't fit right.
17	12	Mhm.	
17	12		Let's try another one.
17	12	Ok let's try this one maybe	
17	12		A sheep.
17	12	Where does this go?	
17	12		Right here.
17	12	Right here? Like this?	
17	12		No.
17	12	No, should I turn it around?	
17	12		Yes.
17	12	Like to the right like this? Ok.	
17	12	Where should I put this piece? What should I do with it?	
17	12	Put it right here like this?	
17	12		No.
17	12	No? What should I do?	
17	12		Turn it.
17	12	Turn it around? Ok.	
17	12	Like this, ok.	
17	12		And know that.
17	12	You want to try that? Ok.	
17	12		Yes.
17	12	Where  should it go.	
17	12		Right here.
17	12	Right here like this?	
17	12		We push it in, ooh.
17	12	Uh, does it fit?	
17	12		Yeah, let's try this later.
17	12	Let's try it later. Ok. What should I do with this piece?	
17	12		I think it goes right up here.
17	12	Up here like this?	
17	12		No.
17	12	No? Not like that?	
17	12	What should I do with this piece?	
17	12		Put it…
17	12	Uh huh?	
17	12	Put it here like this?	
17	12	Uh, doesn't fit. What should I do with this piece.	
17	12		I think you turn it around didn't go into
17	12	Turn it around this much?	
17	12		No.
17	12	This much?	
17	12		No.
17	12	or, this much?	
17	12		No.
17	12	Or, what should I do.	
17	12		You turn it around like this way.
17	12	This much? Ok.	
17	12	Then put it here?	
17	12		Let's see.
17	12	Uh, doesn't fit.	
17	12		No.
17	12		Let's try another one.
17	12	Ok, let's try this one.	
17	12	What should I do with this piece?	
17	12	Ok, should I put it like this?	
17	12		No.
17	12	No? Should I turn it this,	
17	12		Right here.
17	12	Like this? Ok.	
17	12		Fits.
17	12	Alright, what should I do with this piece.	
17	12	Over here? Like this?	
17	12		no.
17	12	No, what should I do?	
17	12		Turn it around like this.
17	12	Turn it around like this? Ok.	
17	12	Ok, now do you wanna try this one?	
17	12	Or do you wanna try this one?	
17	12		That first.
17	12	That one first? Ok.	
17	12		Put it right here.
17	12	Here, like this?	
17	12		No.
17	12	No? What should I do?	
17	12		Turn it around.
17	12	Turn it like this? Ok.	
17	12	Ok. Do you want to try this one?	
17	12	Yeah? Ok what should I do with this.	
17	12		Turn it around.
17	12	Turn it around? Like this? Ok.	
17	12	Do you want to try this one?	
17	12		It goes…
17	12	What should I do with it.	
17	12		Right here.
17	12	Like this?	
17	12		No.
17	12	Turn it again? Ok.	
17	12	Ok.	
17	12	What should I do with this piece, the final one?	
17	12	Ok, like this?	
17	12		No.
17	12	No? What should I do then?	
17	12		You put it like
17	12	Tell me	
17	12		Right here
